,amzn,fb,googl,msft,avg,msft_above_daily_avg,amzn_above_daily_avg,googl_above_daily_avg,fb_above_daily_avg
2009-03-28,,,,,,False,False,False,False
2009-03-29,,,,,,False,False,False,False
2009-03-30,71.44,,342.69,17.48,143.87,False,False,True,False
2009-03-31,73.44,,348.06,18.37,146.62333333333333,False,False,True,False
2009-04-01,73.5,,354.09,19.31,148.96666666666667,False,False,True,False
2009-04-02,76.34,,362.5,19.29,152.71,False,False,True,False
2009-04-03,78.17,,369.78,18.75,155.56666666666666,False,False,True,False
2009-04-04,,,,,,False,False,False,False
2009-04-05,,,,,,False,False,False,False
2009-04-06,77.99,,368.24,18.76,154.99666666666667,False,False,True,False
2009-04-07,75.51,,358.65,18.76,150.97333333333333,False,False,True,False
2009-04-08,76.98,,362.0,19.19,152.72333333333333,False,False,True,False
2009-04-09,79.77,,372.5,19.67,157.31333333333333,False,False,True,False
2009-04-10,,,,,,False,False,False,False
2009-04-11,,,,,,False,False,False,False
2009-04-12,,,,,,False,False,False,False
2009-04-13,78.94,,378.11,19.59,158.88,False,False,True,False
2009-04-14,77.22,,368.91,19.35,155.16,False,False,True,False
2009-04-15,74.71,,379.5,18.83,157.67999999999998,False,False,True,False
2009-04-16,77.25,,388.74,19.76,161.91666666666666,False,False,True,False
2009-04-17,78.05,,392.24,19.2,163.16333333333333,False,False,True,False
2009-04-18,,,,,,False,False,False,False
2009-04-19,,,,,,False,False,False,False
2009-04-20,77.57,,379.3,18.61,158.49333333333334,False,False,True,False
2009-04-21,78.74,,381.47,18.97,159.7266666666667,False,False,True,False
2009-04-22,79.2,,383.86,18.78,160.61333333333334,False,False,True,False
2009-04-23,80.61,,384.69,18.92,161.40666666666667,False,False,True,False
2009-04-24,84.46,,389.49,20.91,164.95333333333335,False,False,True,False
2009-04-25,,,,,,False,False,False,False
2009-04-26,,,,,,False,False,False,False
2009-04-27,83.12,,385.95,20.4,163.15666666666667,False,False,True,False
2009-04-28,82.4,,383.71,19.93,162.01333333333335,False,False,True,False
2009-04-29,79.79,,391.47,20.25,163.83666666666667,False,False,True,False
2009-04-30,80.52,,395.97,20.26,165.58333333333334,False,False,True,False
2009-05-01,78.96,,393.69,20.24,164.29666666666665,False,False,True,False
2009-05-02,,,,,,False,False,False,False
2009-05-03,,,,,,False,False,False,False
2009-05-04,79.77,,401.9793,20.19,167.3131,False,False,True,False
2009-05-05,81.9,,402.99,19.79,168.22666666666666,False,False,True,False
2009-05-06,81.99,,403.47,19.79,168.41666666666669,False,False,True,False
2009-05-07,79.28,,396.61,19.32,165.07,False,False,True,False
2009-05-08,77.95,,407.33,19.42,168.23333333333332,False,False,True,False
2009-05-09,,,,,,False,False,False,False
2009-05-10,,,,,,False,False,False,False
2009-05-11,78.61,,407.98,19.32,168.63666666666668,False,False,True,False
2009-05-12,77.93,,399.01,19.89,165.60999999999999,False,False,True,False
2009-05-13,74.19,,389.54,19.75,161.16,False,False,True,False
2009-05-14,75.11,,387.5,20.06,160.89000000000001,False,False,True,False
2009-05-15,73.6,,390.0,20.22,161.27333333333334,False,False,True,False
2009-05-16,,,,,,False,False,False,False
2009-05-17,,,,,,False,False,False,False
2009-05-18,75.95,,396.84,20.6,164.46333333333334,False,False,True,False
2009-05-19,77.87,,398.88,20.31,165.68666666666667,False,False,True,False
2009-05-20,77.97,,397.18,20.38,165.17666666666665,False,False,True,False
2009-05-21,75.96,,396.5,19.82,164.09333333333333,False,False,True,False
2009-05-22,75.64,,393.5,19.75,162.96333333333334,False,False,True,False
2009-05-23,,,,,,False,False,False,False
2009-05-24,,,,,,False,False,False,False
2009-05-25,,,,,,False,False,False,False
2009-05-26,78.39,,404.36,20.34,167.69666666666666,False,False,True,False
2009-05-27,77.1,,405.56,20.13,167.59666666666666,False,False,True,False
2009-05-28,77.65,,410.4,20.45,169.49999999999997,False,False,True,False
2009-05-29,77.99,,417.23,20.89,172.03666666666666,False,False,True,False
2009-05-30,,,,,,False,False,False,False
2009-05-31,,,,,,False,False,False,False
2009-06-01,83.05,,426.56,21.4,177.00333333333333,False,False,True,False
2009-06-02,84.93,,428.4,21.4,178.2433333333333,False,False,True,False
2009-06-03,85.68,,431.65,21.73,179.68666666666664,False,False,True,False
2009-06-04,85.52,,440.28,21.83,182.54333333333332,False,False,True,False
2009-06-05,87.56,,444.32,22.14,184.67333333333332,False,False,True,False
2009-06-06,,,,,,False,False,False,False
2009-06-07,,,,,,False,False,False,False
2009-06-08,86.36,,438.77,22.05,182.39333333333332,False,False,True,False
2009-06-09,87.08,,435.62,22.08,181.59333333333336,False,False,True,False
2009-06-10,86.59,,432.6,22.55,180.58,False,False,True,False
2009-06-11,85.69,,429.0,22.83,179.17333333333337,False,False,True,False
2009-06-12,84.08,,424.84,23.33,177.41666666666666,False,False,True,False
2009-06-13,,,,,,False,False,False,False
2009-06-14,,,,,,False,False,False,False
2009-06-15,83.18,,416.77,23.42,174.45666666666668,False,False,True,False
2009-06-16,82.15,,416.0,23.45,173.86666666666667,False,False,True,False
2009-06-17,82.65,,415.16,23.68,173.83,False,False,True,False
2009-06-18,81.595,,414.06,23.5,173.05166666666665,False,False,True,False
2009-06-19,82.96,,420.09,24.07,175.70666666666668,False,False,True,False
2009-06-20,,,,,,False,False,False,False
2009-06-21,,,,,,False,False,False,False
2009-06-22,79.15,,407.35,23.28,169.92666666666665,False,False,True,False
2009-06-23,77.68,,405.68,23.34,168.9,False,False,True,False
2009-06-24,79.27,,409.29,23.47,170.67666666666665,False,False,True,False
2009-06-25,82.2,,415.77,23.79,173.92,False,False,True,False
2009-06-26,83.88,,425.32,23.35,177.51666666666665,False,False,True,False
2009-06-27,,,,,,False,False,False,False
2009-06-28,,,,,,False,False,False,False
2009-06-29,83.03,,424.14,23.86,177.01,False,False,True,False
2009-06-30,83.66,,421.59,23.77,176.34,False,False,True,False
2009-07-01,81.6,,418.99,24.04,174.87666666666667,False,False,True,False
2009-07-02,79.32,,408.49,23.37,170.39333333333335,False,False,True,False
2009-07-03,,,,,,False,False,False,False
2009-07-04,,,,,,False,False,False,False
2009-07-05,,,,,,False,False,False,False
2009-07-06,78.1,,409.61,23.2,170.30333333333334,False,False,True,False
2009-07-07,75.63,,396.63,22.53,164.92999999999998,False,False,True,False
2009-07-08,77.36,,402.49,22.56,167.47,False,False,True,False
2009-07-09,78.1,,410.39,22.44,170.31,False,False,True,False
2009-07-10,77.63,,414.4,22.39,171.47333333333333,False,False,True,False
2009-07-11,,,,,,False,False,False,False
2009-07-12,,,,,,False,False,False,False
2009-07-13,81.47,,424.3,23.23,176.33333333333334,False,False,True,False
2009-07-14,81.95,,424.69,23.11,176.58333333333334,False,False,True,False
2009-07-15,84.55,,438.17,24.12,182.28,False,False,True,False
2009-07-16,86.11,,442.6,24.44,184.38333333333335,False,False,True,False
2009-07-17,85.85,,430.25,24.29,180.13,False,False,True,False
2009-07-18,,,,,,False,False,False,False
2009-07-19,,,,,,False,False,False,False
2009-07-20,88.23,,430.17,24.53,180.97666666666666,False,False,True,False
2009-07-21,89.01,,427.9,24.83,180.58,False,False,True,False
2009-07-22,88.79,,427.69,24.8,180.42666666666665,False,False,True,False
2009-07-23,93.87,,437.342,25.56,185.59066666666664,False,False,True,False
2009-07-24,86.49,,446.72,23.45,185.55333333333337,False,False,True,False
2009-07-25,,,,,,False,False,False,False
2009-07-26,,,,,,False,False,False,False
2009-07-27,84.24,,444.8,23.11,184.04999999999998,False,False,True,False
2009-07-28,84.98,,439.85,23.47,182.76666666666668,False,False,True,False
2009-07-29,84.34,,436.24,23.8,181.46,False,False,True,False
2009-07-30,86.09,,445.64,23.81,185.17999999999998,False,False,True,False
2009-07-31,85.76,,443.05,23.52,184.11,False,False,True,False
2009-08-01,,,,,,False,False,False,False
2009-08-02,,,,,,False,False,False,False
2009-08-03,87.44,,452.21,23.83,187.82666666666668,False,False,True,False
2009-08-04,85.8,,453.73400000000004,23.77,187.768,False,False,True,False
2009-08-05,84.29,,451.14,23.81,186.4133333333333,False,False,True,False
2009-08-06,84.47,,450.36,23.46,186.0966666666667,False,False,True,False
2009-08-07,85.32,,457.1,23.56,188.66,False,False,True,False
2009-08-08,,,,,,False,False,False,False
2009-08-09,,,,,,False,False,False,False
2009-08-10,84.44,,456.61,23.42,188.15666666666664,False,False,True,False
2009-08-11,83.56,,453.936,23.13,186.87533333333332,False,False,True,False
2009-08-12,85.96,,458.58,23.53,189.35666666666665,False,False,True,False
2009-08-13,84.6,,462.28,23.62,190.16666666666666,False,False,True,False
2009-08-14,83.58,,460.0,23.691999999999997,189.0906666666667,False,False,True,False
2009-08-15,,,,,,False,False,False,False
2009-08-16,,,,,,False,False,False,False
2009-08-17,81.06,,444.89,23.25,183.0666666666667,False,False,True,False
2009-08-18,82.12,,445.28,23.58,183.66,False,False,True,False
2009-08-19,83.0,,443.97,23.65,183.54,False,False,True,False
2009-08-20,84.09,,460.41,23.67,189.39,False,False,True,False
2009-08-21,85.0,,465.24,24.41,191.54999999999998,False,False,True,False
2009-08-22,,,,,,False,False,False,False
2009-08-23,,,,,,False,False,False,False
2009-08-24,84.5,,468.73,24.64,192.62333333333333,False,False,True,False
2009-08-25,84.19,,471.37,24.64,193.39999999999998,False,False,True,False
2009-08-26,84.0,,468.0,24.55,192.1833333333333,False,False,True,False
2009-08-27,84.31,,466.06,24.69,191.6866666666667,False,False,True,False
2009-08-28,82.76,,464.75,24.68,190.73,False,False,True,False
2009-08-29,,,,,,False,False,False,False
2009-08-30,,,,,,False,False,False,False
2009-08-31,81.19,,461.67,24.65,189.17,False,False,True,False
2009-09-01,79.16,,455.76099999999997,24.0,186.307,False,False,True,False
2009-09-02,78.14,,453.01,23.86,185.00333333333333,False,False,True,False
2009-09-03,78.46,,457.52,24.11,186.6966666666667,False,False,True,False
2009-09-04,78.87,,461.3,24.62,188.26333333333335,False,False,True,False
2009-09-05,,,,,,False,False,False,False
2009-09-06,,,,,,False,False,False,False
2009-09-07,,,,,,False,False,False,False
2009-09-08,80.9,,458.62,24.82,188.11333333333334,False,False,True,False
2009-09-09,82.24,,463.97,24.78,190.33,False,False,True,False
2009-09-10,83.85,,470.94,25.0,193.26333333333332,False,False,True,False
2009-09-11,84.54,,472.14,24.86,193.84666666666666,False,False,True,False
2009-09-12,,,,,,False,False,False,False
2009-09-13,,,,,,False,False,False,False
2009-09-14,83.86,,475.12,25.0,194.66,False,False,True,False
2009-09-15,83.55,,477.54,25.2,195.43000000000004,False,False,True,False
2009-09-16,90.7,,488.29,25.2,201.39666666666668,False,False,True,False
2009-09-17,90.44,,491.72,25.3,202.48666666666668,False,False,True,False
2009-09-18,90.28,,491.46,25.26,202.33333333333334,False,False,True,False
2009-09-19,,,,,,False,False,False,False
2009-09-20,,,,,,False,False,False,False
2009-09-21,90.56,,497.0,25.3,204.28666666666663,False,False,True,False
2009-09-22,93.75,,499.06,25.77,206.1933333333333,False,False,True,False
2009-09-23,92.38,,498.46,25.71,205.51666666666665,False,False,True,False
2009-09-24,92.11,,496.77,25.94,204.94000000000003,False,False,True,False
2009-09-25,90.52,,492.48,25.55,202.85,False,False,True,False
2009-09-26,,,,,,False,False,False,False
2009-09-27,,,,,,False,False,False,False
2009-09-28,92.21,,498.53,25.83,205.52333333333334,False,False,True,False
2009-09-29,91.72,,498.53,25.75,205.33333333333334,False,False,True,False
2009-09-30,93.36,,495.85,25.72,204.9766666666667,False,False,True,False
2009-10-01,91.04,,487.2,24.88,201.04,False,False,True,False
2009-10-02,89.85,,484.58,24.96,199.79666666666665,False,False,True,False
2009-10-03,,,,,,False,False,False,False
2009-10-04,,,,,,False,False,False,False
2009-10-05,88.67,,488.52,24.64,200.60999999999999,False,False,True,False
2009-10-06,90.91,,498.74,25.11,204.92,False,False,True,False
2009-10-07,93.97,,517.54,25.1,212.20333333333335,False,False,True,False
2009-10-08,95.22,,514.18,25.67,211.68999999999997,False,False,True,False
2009-10-09,95.71,,516.25,25.55,212.50333333333333,False,False,True,False
2009-10-10,,,,,,False,False,False,False
2009-10-11,,,,,,False,False,False,False
2009-10-12,93.6,,524.04,25.72,214.45333333333335,False,False,True,False
2009-10-13,94.83,,526.11,25.81,215.58333333333334,False,False,True,False
2009-10-14,97.46,,535.32,25.96,219.58000000000004,False,False,True,False
2009-10-15,96.01,,529.91,26.71,217.54333333333332,False,False,True,False
2009-10-16,95.32,,549.85,26.5,223.89000000000001,False,False,True,False
2009-10-17,,,,,,False,False,False,False
2009-10-18,,,,,,False,False,False,False
2009-10-19,94.68,,552.09,26.36,224.37666666666667,False,False,True,False
2009-10-20,94.98,,551.72,26.37,224.35666666666668,False,False,True,False
2009-10-21,93.42,,551.1,26.58,223.70000000000002,False,False,True,False
2009-10-22,93.45,,554.09,26.59,224.71000000000004,False,False,True,False
2009-10-23,118.49,,553.69,28.02,233.4,False,False,True,False
2009-10-24,,,,,,False,False,False,False
2009-10-25,,,,,,False,False,False,False
2009-10-26,124.6399,,554.21,28.68,235.8433,False,False,True,False
2009-10-27,122.07,,548.29,28.59,232.98333333333332,False,False,True,False
2009-10-28,121.64,,540.3,28.02,229.98666666666665,False,False,True,False
2009-10-29,122.57700000000001,,551.05,28.22,233.94899999999998,False,False,True,False
2009-10-30,118.81,,536.12,27.73,227.55333333333337,False,False,True,False
2009-10-31,,,,,,False,False,False,False
2009-11-01,,,,,,False,False,False,False
2009-11-02,118.84,,533.99,27.88,226.90333333333334,False,False,True,False
2009-11-03,118.37,,537.29,27.53,227.73,False,False,True,False
2009-11-04,117.1,,540.33,28.06,228.49666666666667,False,False,True,False
2009-11-05,120.61,,548.65,28.47,232.57666666666668,False,False,True,False
2009-11-06,126.2,,551.1,28.52,235.27333333333334,False,False,True,False
2009-11-07,,,,,,False,False,False,False
2009-11-08,,,,,,False,False,False,False
2009-11-09,126.67,,562.51,28.99,239.39,False,False,True,False
2009-11-10,130.15,,566.76,29.01,241.97333333333333,False,False,True,False
2009-11-11,129.91,,570.56,29.12,243.19666666666663,False,False,True,False
2009-11-12,130.53,,567.85,29.36,242.58,False,False,True,False
2009-11-13,132.97,,572.05,29.63,244.88333333333333,False,False,True,False
2009-11-14,,,,,,False,False,False,False
2009-11-15,,,,,,False,False,False,False
2009-11-16,131.59,,576.28,29.54,245.8033333333333,False,False,True,False
2009-11-17,131.25,,577.49,30.0,246.24666666666667,False,False,True,False
2009-11-18,131.29,,576.65,30.11,246.01666666666665,False,False,True,False
2009-11-19,128.99,,572.99,29.78,243.92,False,False,True,False
2009-11-20,129.66,,569.964,29.62,243.08133333333333,False,False,True,False
2009-11-21,,,,,,False,False,False,False
2009-11-22,,,,,,False,False,False,False
2009-11-23,133.0,,582.35,29.94,248.43000000000004,False,False,True,False
2009-11-24,132.94,,583.09,29.91,248.64666666666665,False,False,True,False
2009-11-25,134.03,,585.74,29.79,249.85333333333332,False,False,True,False
2009-11-26,,,,,,False,False,False,False
2009-11-27,131.74,,579.76,29.22,246.90666666666667,False,False,True,False
2009-11-28,,,,,,False,False,False,False
2009-11-29,,,,,,False,False,False,False
2009-11-30,135.91,,583.0,29.41,249.43999999999997,False,False,True,False
2009-12-01,138.5,,589.87,30.01,252.79333333333332,False,False,True,False
2009-12-02,142.25,,587.51,29.78,253.17999999999998,False,False,True,False
2009-12-03,141.17,,585.74,29.83,252.24666666666667,False,False,True,False
2009-12-04,137.58,,585.01,29.98,250.85666666666668,False,False,True,False
2009-12-05,,,,,,False,False,False,False
2009-12-06,,,,,,False,False,False,False
2009-12-07,134.21,,586.25,29.79,250.08333333333334,False,False,True,False
2009-12-08,134.11,,587.05,29.57,250.24333333333334,False,False,True,False
2009-12-09,131.31,,589.02,29.71,250.01333333333332,False,False,True,False
2009-12-10,135.38,,591.5,29.87,252.25,False,False,True,False
2009-12-11,134.15,,590.51,29.85,251.50333333333333,False,False,True,False
2009-12-12,,,,,,False,False,False,False
2009-12-13,,,,,,False,False,False,False
2009-12-14,131.38,,595.73,30.11,252.40666666666667,False,False,True,False
2009-12-15,130.23,,593.14,30.02,251.13,False,False,True,False
2009-12-16,128.36,,597.76,30.1,252.07333333333335,False,False,True,False
2009-12-17,126.91,,593.94,29.6,250.15,False,False,True,False
2009-12-18,128.48,,596.42,30.36,251.75333333333333,False,False,True,False
2009-12-19,,,,,,False,False,False,False
2009-12-20,,,,,,False,False,False,False
2009-12-21,132.79,,598.68,30.52,253.99666666666664,False,False,True,False
2009-12-22,133.75,,601.12,30.82,255.23000000000002,False,False,True,False
2009-12-23,138.94,,611.68,30.92,260.51333333333326,False,False,True,False
2009-12-24,138.47,,618.48,31.0,262.65000000000003,False,False,True,False
2009-12-25,,,,,,False,False,False,False
2009-12-26,,,,,,False,False,False,False
2009-12-27,,,,,,False,False,False,False
2009-12-28,139.31,,622.87,31.17,264.45,False,False,True,False
2009-12-29,139.41,,619.4,31.39,263.4,False,False,True,False
2009-12-30,136.49,,622.73,30.96,263.3933333333334,False,False,True,False
2009-12-31,134.52,,619.98,30.48,261.66,False,False,True,False
2010-01-01,,,,,,False,False,False,False
2010-01-02,,,,,,False,False,False,False
2010-01-03,,,,,,False,False,False,False
2010-01-04,133.9,,626.75,30.95,263.8666666666667,False,False,True,False
2010-01-05,134.69,,623.99,30.96,263.21333333333337,False,False,True,False
2010-01-06,132.25,,608.26,30.77,257.0933333333333,False,False,True,False
2010-01-07,130.0,,594.1,30.451999999999998,251.51733333333334,False,False,True,False
2010-01-08,133.52,,602.02,30.66,255.39999999999998,False,False,True,False
2010-01-09,,,,,,False,False,False,False
2010-01-10,,,,,,False,False,False,False
2010-01-11,130.308,,601.11,30.27,253.896,False,False,True,False
2010-01-12,127.35,,590.48,30.07,249.30000000000004,False,False,True,False
2010-01-13,129.11,,587.09,30.35,248.85000000000002,False,False,True,False
2010-01-14,127.35,,589.85,30.96,249.38666666666668,False,False,True,False
2010-01-15,127.14,,580.0,30.86,246.0,False,False,True,False
2010-01-16,,,,,,False,False,False,False
2010-01-17,,,,,,False,False,False,False
2010-01-18,,,,,,False,False,False,False
2010-01-19,127.61,,587.62,31.1,248.77666666666667,False,False,True,False
2010-01-20,125.78,,580.41,30.585,245.59166666666667,False,False,True,False
2010-01-21,126.62,,582.98,30.01,246.53666666666666,False,False,True,False
2010-01-22,121.43,,550.01,28.96,233.4666666666667,False,False,True,False
2010-01-23,,,,,,False,False,False,False
2010-01-24,,,,,,False,False,False,False
2010-01-25,120.31,,540.0,29.32,229.87666666666667,False,False,True,False
2010-01-26,119.48,,542.42,29.5,230.46666666666667,False,False,True,False
2010-01-27,122.75,,542.1,29.67,231.50666666666666,False,False,True,False
2010-01-28,126.03,,534.29,29.16,229.82666666666663,False,False,True,False
2010-01-29,125.41,,529.944,28.18,227.84466666666663,False,False,True,False
2010-01-30,,,,,,False,False,False,False
2010-01-31,,,,,,False,False,False,False
2010-02-01,118.87,,533.02,28.41,226.76666666666665,False,False,True,False
2010-02-02,118.12,,531.12,28.46,225.9,False,False,True,False
2010-02-03,119.1,,540.82,28.63,229.51666666666668,False,False,True,False
2010-02-04,115.94,,526.778,27.84,223.51933333333338,False,False,True,False
2010-02-05,117.39,,531.29,28.02,225.56666666666663,False,False,True,False
2010-02-06,,,,,,False,False,False,False
2010-02-07,,,,,,False,False,False,False
2010-02-08,116.83,,533.47,27.72,226.0066666666667,False,False,True,False
2010-02-09,118.03,,536.44,28.01,227.49333333333334,False,False,True,False
2010-02-10,117.36,,534.445,27.99,226.59833333333336,False,False,True,False
2010-02-11,120.09,,536.4,28.12,228.20333333333335,False,False,True,False
2010-02-12,119.66,,533.12,27.93,226.9033333333333,False,False,True,False
2010-02-13,,,,,,False,False,False,False
2010-02-14,,,,,,False,False,False,False
2010-02-15,,,,,,False,False,False,False
2010-02-16,117.53,,541.3,28.35,229.05999999999997,False,False,True,False
2010-02-17,116.31,,538.207,28.59,227.70233333333337,False,False,True,False
2010-02-18,118.08,,543.22,28.969,230.08966666666672,False,False,True,False
2010-02-19,117.52,,540.763,28.77,229.01766666666666,False,False,True,False
2010-02-20,,,,,,False,False,False,False
2010-02-21,,,,,,False,False,False,False
2010-02-22,118.01,,542.8,28.73,229.84666666666666,False,False,True,False
2010-02-23,117.24,,535.07,28.33,226.88000000000002,False,False,True,False
2010-02-24,119.72,,531.47,28.63,226.60666666666668,False,False,True,False
2010-02-25,118.2,,526.43,28.6,224.41,False,False,True,False
2010-02-26,118.4,,526.8,28.67,224.6233333333333,False,False,True,False
2010-02-27,,,,,,False,False,False,False
2010-02-28,,,,,,False,False,False,False
2010-03-01,124.54,,532.69,29.02,228.75,False,False,True,False
2010-03-02,125.53,,541.06,28.46,231.6833333333333,False,False,True,False
2010-03-03,125.89,,545.32,28.46,233.22333333333336,False,False,True,False
2010-03-04,128.53,,554.59,28.63,237.25,False,False,True,False
2010-03-05,128.91,,564.21,28.5875,240.56916666666666,False,False,True,False
2010-03-06,,,,,,False,False,False,False
2010-03-07,,,,,,False,False,False,False
2010-03-08,130.11,,562.48,28.63,240.40666666666667,False,False,True,False
2010-03-09,128.82,,560.19,28.8,239.26999999999998,False,False,True,False
2010-03-10,130.51,,576.45,28.97,245.31000000000003,False,False,True,False
2010-03-11,133.58,,581.14,29.18,247.96666666666667,False,False,True,False
2010-03-12,131.82,,579.54,29.27,246.87666666666664,False,False,True,False
2010-03-13,,,,,,False,False,False,False
2010-03-14,,,,,,False,False,False,False
2010-03-15,131.13,,563.18,29.29,241.19999999999996,False,False,True,False
2010-03-16,131.79,,565.2,29.37,242.12,False,False,True,False
2010-03-17,131.34,,565.56,29.63,242.17666666666665,False,False,True,False
2010-03-18,132.76,,566.4,29.61,242.92333333333332,False,False,True,False
2010-03-19,130.35,,560.0,29.59,239.98000000000002,False,False,True,False
2010-03-20,,,,,,False,False,False,False
2010-03-21,,,,,,False,False,False,False
2010-03-22,130.47,,557.5,29.6,239.19000000000003,False,False,True,False
2010-03-23,129.26,,549.0,29.88,236.04666666666665,False,False,True,False
2010-03-24,128.04,,557.33,29.65,238.34,False,False,True,False
2010-03-25,134.73,,562.88,30.01,242.54,False,False,True,False
2010-03-26,135.06,,562.69,29.66,242.47,False,False,True,False
2010-03-27,,,,,,False,False,False,False
2010-03-28,,,,,,False,False,False,False
2010-03-29,135.12,,562.45,29.59,242.38666666666668,False,False,True,False
2010-03-30,136.579,,566.71,29.77,244.35299999999998,False,False,True,False
2010-03-31,135.77,,567.12,29.2875,244.05916666666667,False,False,True,False
2010-04-01,131.81,,568.8,29.16,243.25666666666663,False,False,True,False
2010-04-02,,,,,,False,False,False,False
2010-04-03,,,,,,False,False,False,False
2010-04-04,,,,,,False,False,False,False
2010-04-05,131.49,,571.01,29.27,243.92333333333332,False,False,True,False
2010-04-06,135.56,,568.22,29.32,244.36666666666667,False,False,True,False
2010-04-07,134.87,,563.54,29.35,242.58666666666667,False,False,True,False
2010-04-08,140.96,,567.49,29.92,246.12333333333333,False,False,True,False
2010-04-09,140.06,,566.22,30.34,245.54,False,False,True,False
2010-04-10,,,,,,False,False,False,False
2010-04-11,,,,,,False,False,False,False
2010-04-12,141.2,,572.73,30.32,248.08333333333337,False,False,True,False
2010-04-13,140.16,,586.77,30.45,252.46,False,False,True,False
2010-04-14,144.28,,589.0,30.82,254.70000000000002,False,False,True,False
2010-04-15,145.82,,595.3,30.87,257.33,False,False,True,False
2010-04-16,142.171,,550.145,30.67,240.99533333333332,False,False,True,False
2010-04-17,,,,,,False,False,False,False
2010-04-18,,,,,,False,False,False,False
2010-04-19,142.43,,550.1,31.039,241.18966666666665,False,False,True,False
2010-04-20,144.2,,555.04,31.36,243.53333333333333,False,False,True,False
2010-04-21,146.43,,554.3,31.331999999999997,244.02066666666667,False,False,True,False
2010-04-22,150.09,,547.06,31.39,242.84666666666666,False,False,True,False
2010-04-23,143.63,,544.99,30.96,239.86,False,False,True,False
2010-04-24,,,,,,False,False,False,False
2010-04-25,,,,,,False,False,False,False
2010-04-26,147.11,,531.64,31.11,236.62,False,False,True,False
2010-04-27,142.02,,529.06,30.845,233.975,False,False,True,False
2010-04-28,139.35,,529.19,30.91,233.15,False,False,True,False
2010-04-29,141.73,,532.0,31.003,234.91100000000003,False,False,True,False
2010-04-30,137.1,,525.695,30.535,231.11,False,False,True,False
2010-05-01,,,,,,False,False,False,False
2010-05-02,,,,,,False,False,False,False
2010-05-03,137.49,,530.6,30.86,232.98333333333335,False,False,True,False
2010-05-04,129.83,,506.37,30.13,222.11,False,False,True,False
2010-05-05,130.93,,509.76,29.85,223.51333333333335,False,False,True,False
2010-05-06,128.71,,498.67,28.98,218.78666666666666,False,False,True,False
2010-05-07,124.98,,493.14,28.21,215.44333333333336,False,False,True,False
2010-05-08,,,,,,False,False,False,False
2010-05-09,,,,,,False,False,False,False
2010-05-10,131.29,,521.65,28.94,227.29333333333332,False,False,True,False
2010-05-11,130.46,,509.05,28.88,222.79666666666665,False,False,True,False
2010-05-12,133.87,,505.39,29.44,222.9,False,False,True,False
2010-05-13,131.47,,510.88,29.24,223.86333333333334,False,False,True,False
2010-05-14,128.533,,507.53,28.93,221.6643333333333,False,False,True,False
2010-05-15,,,,,,False,False,False,False
2010-05-16,,,,,,False,False,False,False
2010-05-17,128.91,,507.97,28.94,221.94000000000003,False,False,True,False
2010-05-18,126.28,,498.37,28.5975,217.74916666666664,False,False,True,False
2010-05-19,124.59,,494.43,28.24,215.75333333333333,False,False,True,False
2010-05-20,119.71,,475.01,27.11,207.27666666666667,False,False,True,False
2010-05-21,122.72,,472.05,26.84,207.20333333333335,False,False,True,False
2010-05-22,,,,,,False,False,False,False
2010-05-23,,,,,,False,False,False,False
2010-05-24,122.12,,477.16,26.27,208.51666666666665,False,False,True,False
2010-05-25,124.86,,477.07,26.07,209.33333333333334,False,False,True,False
2010-05-26,123.21,,475.47,25.01,207.89666666666668,False,False,True,False
2010-05-27,126.7,,490.46,26.0,214.38666666666666,False,False,True,False
2010-05-28,125.46,,485.63,25.8,212.29666666666665,False,False,True,False
2010-05-29,,,,,,False,False,False,False
2010-05-30,,,,,,False,False,False,False
2010-05-31,,,,,,False,False,False,False
2010-06-01,123.24,,482.37,25.89,210.5,False,False,True,False
2010-06-02,126.31,,493.37,26.46,215.38000000000002,False,False,True,False
2010-06-03,128.76,,505.6,26.86,220.40666666666667,False,False,True,False
2010-06-04,122.77,,498.72,25.79,215.76,False,False,True,False
2010-06-05,,,,,,False,False,False,False
2010-06-06,,,,,,False,False,False,False
2010-06-07,122.01,,485.52,25.29,210.93999999999997,False,False,True,False
2010-06-08,118.835,,484.78,25.11,209.57500000000002,False,False,True,False
2010-06-09,117.91,,474.02,24.79,205.5733333333333,False,False,True,False
2010-06-10,123.21,,487.01,25.0,211.74,False,False,True,False
2010-06-11,123.03,,488.5,25.66,212.39666666666665,False,False,True,False
2010-06-12,,,,,,False,False,False,False
2010-06-13,,,,,,False,False,False,False
2010-06-14,123.83,,483.19,25.495,210.83833333333334,False,False,True,False
2010-06-15,126.84,,497.99,26.5825,217.13750000000002,False,False,True,False
2010-06-16,126.9,,501.27,26.32,218.16333333333333,False,False,True,False
2010-06-17,125.89,,500.08,26.37,217.4466666666667,False,False,True,False
2010-06-18,125.83,,500.03,26.44,217.43333333333337,False,False,True,False
2010-06-19,,,,,,False,False,False,False
2010-06-20,,,,,,False,False,False,False
2010-06-21,122.55,,488.56,25.95,212.35333333333335,False,False,True,False
2010-06-22,122.307,,486.25,25.77,211.44233333333332,False,False,True,False
2010-06-23,121.45,,482.05,25.308000000000003,209.60266666666666,False,False,True,False
2010-06-24,118.33,,475.1,25.0,206.14333333333335,False,False,True,False
2010-06-25,121.0,,472.68,24.5325,206.07083333333335,False,False,True,False
2010-06-26,,,,,,False,False,False,False
2010-06-27,,,,,,False,False,False,False
