,Open,High,Low,Close,Volume,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
1999-01-31,146.53842105263158,157.0631578947369,136.05315789473684,146.62105263157895,15216803.52631579,67.52008771929825,72.28596491228072,62.414298245614034,67.08421052631579,31812280.736842107
1999-02-28,109.68105263157892,114.47368421052632,104.34684210526314,109.2668421052632,8372263.157894737,54.84052631578946,57.23684210526316,52.17342105263157,54.6334210526316,16744526.315789474
1999-03-31,134.37826086956522,139.1695652173913,129.9217391304348,134.5478260869565,7195869.565217392,67.18913043478261,69.58478260869565,64.9608695652174,67.27391304347825,14391739.130434783
1999-04-30,182.94761904761907,190.31904761904767,173.81428571428575,182.0761904761905,8649652.38095238,91.47380952380954,95.15952380952383,86.90714285714287,91.03809523809525,17299304.76190476
1999-05-31,136.36499999999998,140.07999999999998,128.81,133.67,7594195.0,68.18249999999999,70.03999999999999,64.405,66.835,15188390.0
1999-06-30,111.40681818181817,116.6568181818182,106.34136363636362,111.61363636363635,8289713.636363637,55.70340909090908,58.3284090909091,53.17068181818181,55.80681818181817,16579427.272727273
1999-07-31,120.72857142857141,124.06666666666668,116.10142857142857,119.75714285714284,9253580.952380951,60.36428571428571,62.03333333333334,58.050714285714285,59.87857142857142,18507161.904761903
1999-08-31,105.61863636363636,110.18227272727273,101.50727272727272,106.13954545454546,10433768.181818182,52.80931818181818,55.091136363636366,50.75363636363636,53.06977272727273,20867536.363636363
1999-09-30,67.73333333333332,70.29238095238095,65.42333333333335,67.97238095238096,14391269.047619049,64.7095238095238,67.26857142857142,62.6257142857143,65.13666666666666,14914164.285714285
1999-10-31,79.78476190476192,81.85809523809523,77.34619047619047,79.60952380952382,12110071.42857143,79.78476190476192,81.85809523809523,77.34619047619047,79.60952380952382,12110071.42857143
1999-11-30,76.35619047619048,79.04047619047621,73.29476190476191,76.24190476190478,13384295.238095239,76.35619047619048,79.04047619047621,73.29476190476191,76.24190476190478,13384295.238095239
1999-12-31,92.90499999999999,95.49363636363637,88.96045454545455,91.02863636363637,11203459.090909092,92.90499999999999,95.49363636363637,88.96045454545455,91.02863636363637,11203459.090909092
2000-01-31,68.54250000000002,71.1795,65.676,68.15050000000001,13110450.0,68.54250000000002,71.1795,65.676,68.15050000000001,13110450.0
2000-02-29,72.38199999999999,74.8025,70.01900000000003,72.46400000000001,10372885.0,72.38199999999999,74.8025,70.01900000000003,72.46400000000001,10372885.0
2000-03-31,66.48739130434782,68.47869565217394,64.3795652173913,66.70000000000002,6808026.0869565215,66.48739130434782,68.47869565217394,64.3795652173913,66.70000000000002,6808026.0869565215
2000-04-30,56.71210526315788,59.54789473684211,53.48947368421053,56.376842105263165,8526973.684210526,56.71210526315788,59.54789473684211,53.48947368421053,56.376842105263165,8526973.684210526
2000-05-31,53.75,55.84818181818182,51.11000000000001,53.7690909090909,5940390.909090909,53.75,55.84818181818182,51.11000000000001,53.7690909090909,5940390.909090909
2000-06-30,45.92363636363637,47.28681818181819,43.946363636363635,45.47,9233677.272727273,45.92363636363637,47.28681818181819,43.946363636363635,45.47,9233677.272727273
2000-07-31,36.870999999999995,38.178999999999995,35.332,36.786,9926230.0,36.870999999999995,38.178999999999995,35.332,36.786,9926230.0
2000-08-31,35.69304347826087,37.2691304347826,34.87173913043477,36.11260869565217,6281073.9130434785,35.69304347826087,37.2691304347826,34.87173913043477,36.11260869565217,6281073.9130434785
2000-09-30,41.8375,43.4875,40.414,41.727,6686985.0,41.8375,43.4875,40.414,41.727,6686985.0
2000-10-31,30.419545454545457,32.68772727272727,28.548636363636362,30.78818181818182,11215159.090909092,30.419545454545457,32.68772727272727,28.548636363636362,30.78818181818182,11215159.090909092
2000-11-30,30.419523809523806,32.08190476190477,28.826190476190472,30.177619047619054,7587566.666666667,30.419523809523806,32.08190476190477,28.826190476190472,30.177619047619054,7587566.666666667
2000-12-31,21.16,22.5235,19.784,20.892999999999997,10105645.0,21.16,22.5235,19.784,20.892999999999997,10105645.0
2001-01-31,17.72142857142857,18.81047619047619,16.791428571428572,17.814285714285713,10023180.952380951,17.72142857142857,18.81047619047619,16.791428571428572,17.814285714285713,10023180.952380951
2001-02-28,13.781052631578946,14.248421052631578,13.010947368421052,13.504736842105261,8809163.157894736,13.781052631578946,14.248421052631578,13.010947368421052,13.504736842105261,8809163.157894736
2001-03-31,10.967954545454544,11.457272727272727,10.478863636363634,10.909999999999998,7619813.636363637,10.967954545454544,11.457272727272727,10.478863636363634,10.909999999999998,7619813.636363637
2001-04-30,13.368500000000001,14.055000000000001,12.721,13.3165,9489020.0,13.368500000000001,14.055000000000001,12.721,13.3165,9489020.0
2001-05-31,15.704545454545451,16.3,15.17818181818182,15.811818181818182,6576668.181818182,15.704545454545451,16.3,15.17818181818182,15.811818181818182,6576668.181818182
2001-06-30,14.386190476190476,14.756190476190474,13.737619047619045,14.158571428571427,6509328.571428572,14.386190476190476,14.756190476190474,13.737619047619045,14.158571428571427,6509328.571428572
2001-07-31,14.774761904761904,15.265714285714287,14.281428571428572,14.782857142857143,8194223.80952381,14.774761904761904,15.265714285714287,14.281428571428572,14.782857142857143,8194223.80952381
2001-08-31,10.62782608695652,10.820869565217393,10.186434782608695,10.419999999999998,4377708.695652174,10.62782608695652,10.820869565217393,10.186434782608695,10.419999999999998,4377708.695652174
2001-09-30,7.641333333333333,7.8446,7.032666666666667,7.443333333333333,8456226.666666666,7.641333333333333,7.8446,7.032666666666667,7.443333333333333,8456226.666666666
2001-10-31,7.753913043478261,8.002652173913043,7.268695652173912,7.64695652173913,7386208.695652174,7.753913043478261,8.002652173913043,7.268695652173912,7.64695652173913,7386208.695652174
2001-11-30,8.821904761904761,9.12809523809524,8.330476190476192,8.784285714285712,14807871.42857143,8.821904761904761,9.12809523809524,8.330476190476192,8.784285714285712,14807871.42857143
2001-12-31,11.296,11.576000000000004,10.7945,11.073,10622775.0,11.296,11.576000000000004,10.7945,11.073,10622775.0
2002-01-31,12.124761904761906,12.472857142857142,11.61809523809524,12.07904761904762,15368533.333333334,12.124761904761906,12.472857142857142,11.61809523809524,12.07904761904762,15368533.333333334
2002-02-28,13.028421052631579,13.483684210526315,12.653684210526317,13.07157894736842,8630994.736842105,13.028421052631579,13.483684210526315,12.653684210526317,13.07157894736842,8630994.736842105
2002-03-31,15.2015,15.775,14.822500000000002,15.319999999999999,8240890.0,15.2015,15.775,14.822500000000002,15.319999999999999,8240890.0
2002-04-30,14.523636363636363,14.946363636363635,14.111818181818181,14.553636363636361,7225390.909090909,14.523636363636363,14.946363636363635,14.111818181818181,14.553636363636361,7225390.909090909
2002-05-31,18.079090909090908,18.555,17.680909090909093,18.105000000000004,7038204.545454546,18.079090909090908,18.555,17.680909090909093,18.105000000000004,7038204.545454546
2002-06-30,17.328500000000002,17.812,16.856500000000004,17.391,7130890.0,17.328500000000002,17.812,16.856500000000004,17.391,7130890.0
2002-07-31,14.739090909090908,15.419545454545455,14.179090909090906,14.780454545454544,8026918.181818182,14.739090909090908,15.419545454545455,14.179090909090906,14.780454545454544,8026918.181818182
2002-08-31,14.463636363636367,14.886363636363637,14.08272727272727,14.54772727272727,5242800.0,14.463636363636367,14.886363636363637,14.08272727272727,14.54772727272727,5242800.0
2002-09-30,16.1735,16.7425,15.8415,16.288,7301350.0,16.1735,16.7425,15.8415,16.288,7301350.0
2002-10-31,18.235217391304342,18.793043478260874,17.882608695652173,18.355652173913043,8849504.347826088,18.235217391304342,18.793043478260874,17.882608695652173,18.355652173913043,8849504.347826088
2002-11-30,21.1235,21.770500000000002,20.816499999999998,21.35,10316815.0,21.1235,21.770500000000002,20.816499999999998,21.35,10316815.0
2002-12-31,21.950000000000003,22.276666666666667,21.491904761904763,21.832857142857144,7410028.571428572,21.950000000000003,22.276666666666667,21.491904761904763,21.832857142857144,7410028.571428572
2003-01-31,21.32857142857143,21.857142857142858,20.975238095238094,21.48666666666667,8057009.523809524,21.32857142857143,21.857142857142858,20.975238095238094,21.48666666666667,8057009.523809524
2003-02-28,21.413157894736845,21.739473684210523,21.02263157894737,21.467894736842105,6102205.263157895,21.413157894736845,21.739473684210523,21.02263157894737,21.467894736842105,6102205.263157895
2003-03-31,24.75666666666666,25.38714285714285,24.46952380952381,25.115714285714283,7813980.952380952,24.75666666666666,25.38714285714285,24.46952380952381,25.115714285714283,7813980.952380952
2003-04-30,26.281476190476187,26.679000000000002,25.81790476190476,26.24761904761905,10459252.38095238,26.281476190476187,26.679000000000002,25.81790476190476,26.24761904761905,10459252.38095238
2003-05-31,31.765238095238093,32.50018571428571,31.399000000000008,32.173095238095236,9087323.80952381,31.765238095238093,32.50018571428571,31.399000000000008,32.173095238095236,9087323.80952381
2003-06-30,35.38952380952381,35.944904761904766,34.654285714285706,35.25719047619048,8165276.19047619,35.38952380952381,35.944904761904766,34.654285714285706,35.25719047619048,8165276.19047619
2003-07-31,38.72772727272727,39.48227272727273,37.957727272727276,38.83680909090909,10419977.272727273,38.72772727272727,39.48227272727273,37.957727272727276,38.83680909090909,10419977.272727273
2003-08-31,41.95666666666667,42.653285714285715,41.39380952380952,42.191904761904766,7177090.476190476,41.95666666666667,42.653285714285715,41.39380952380952,42.191904761904766,7177090.476190476
