,Open,High,Low,Close,Volume,AdjOpen,AdjHigh,AdjLow,AdjClose,AdjVolume
1999-01-31,154.63263157894738,157.82210526315788,151.90157894736842,155.15894736842105,19375247.36842105,25.73439625204905,26.265197408227163,25.27988681320295,25.82198720191337,77500989.4736842
1999-02-28,159.36736842105265,160.92368421052635,155.48736842105265,157.54684210526318,21040831.57894737,26.52236443702889,26.781370875777892,25.876643954628737,26.219387341448,84163326.31578948
1999-03-31,153.72608695652173,156.2713043478261,151.27521739130435,154.3621739130435,18431141.304347824,27.59499940076565,28.038479996533308,27.123805790121434,27.679151453772217,66500934.782608695
1999-04-30,88.69761904761903,89.6895238095238,86.08904761904762,87.7542857142857,27704747.61904762,29.522613071735144,29.852764216762044,28.654361524708232,29.208628713454704,55409495.23809524
1999-05-31,79.33250000000001,80.1745,77.5895,78.71400000000001,28106425.0,26.405474314434894,26.685730317620898,25.825324417103253,26.1996093049686,56212850.0
1999-06-30,82.04409090909093,83.51863636363636,80.92272727272726,82.40227272727272,20168922.727272727,27.308015443244088,27.798811423774907,26.934774480244723,27.42723468882318,40337845.45454545
1999-07-31,92.23619047619046,93.36476190476189,90.75142857142856,92.1090476190476,27254790.476190478,30.70041103558276,31.076051080572423,30.20621455445281,30.65809209380538,54509580.952380955
1999-08-31,86.89863636363634,88.13727272727273,85.56909090909089,86.8372727272727,30636231.818181816,28.923829583832728,29.33610425921705,28.481296216677187,28.903404966887134,61272463.63636363
1999-09-30,93.51095238095236,94.69904761904759,91.94142857142855,93.4090476190476,23268419.04761905,31.124709938720954,31.520162222370384,30.602300829739573,31.090791386135336,46536838.0952381
1999-10-31,91.63619047619048,92.7495238095238,90.24666666666666,91.60476190476187,25292961.904761903,30.500703669892097,30.87127178178476,30.038206770617812,30.490242807879625,50585923.809523806
1999-11-30,89.27000000000001,90.75999999999998,88.1895238095238,89.46238095238094,34887047.61904762,29.713127558687813,30.209067516819903,29.35349580253515,29.77716071403619,69774095.23809524
1999-12-31,105.13090909090907,107.365,104.02863636363635,106.18954545454545,28658586.363636363,34.99236151203086,35.73596886231114,34.62547487430346,35.34472397770777,57317172.72727273
2000-01-31,107.35499999999999,109.76150000000003,104.83899999999998,107.11399999999999,31871880.0,35.73264040621625,36.5336333654408,34.89520085275315,35.65242461433055,63743760.0
2000-02-29,99.8555,101.306,97.46499999999999,99.29799999999997,33362190.0,33.23646475788675,33.71925731444411,32.44079732841395,33.050903330599006,66724380.0
2000-03-31,99.36869565217391,102.26347826086956,97.56086956521737,99.81260869565216,44091034.782608695,33.07443406803486,34.037949749751434,32.4727070922797,33.22218857554957,88182069.56521739
2000-04-30,79.9984210526316,81.15368421052632,77.45684210526315,79.00736842105262,59424910.526315786,26.627123213066685,27.01164748297126,25.781169819276684,26.297255695877478,118849821.05263157
2000-05-31,67.55636363636364,68.3940909090909,66.13045454545455,67.07045454545455,30555245.454545453,22.48583902910691,22.764672873779684,22.01123144867373,22.324106321589134,61110490.90909091
2000-06-30,72.7181818181818,74.08681818181817,71.71136363636364,73.04409090909093,33342050.0,24.203927547882724,24.659472152500044,23.86881253651527,24.312404957882826,66684100.0
2000-07-31,75.84049999999999,76.97649999999999,74.61399999999999,75.61800000000001,30854645.0,25.243177446114853,25.621290058489297,24.834942306081953,25.169119298004407,61709290.0
2000-08-31,70.92869565217391,71.96913043478261,70.20652173913044,71.07173913043479,26508691.304347824,23.608304934293525,23.954609083639916,23.367932518052697,23.655916327998263,53017382.60869565
2000-09-30,65.8655,66.85799999999999,64.629,65.509,35638345.0,21.923042491506056,22.25339175891945,21.511478895378495,21.804383031724896,71276690.0
2000-10-31,58.529545454545456,60.25,57.06818181818182,58.603636363636355,56123081.81818182,19.48130222967323,20.053947971445453,18.99489375944913,19.50596306346686,112246163.63636364
2000-11-30,68.52000000000001,69.79380952380953,67.11333333333332,68.21095238095238,47225300.0,22.806581161882953,23.230563069202567,22.33837833787462,22.703716018761188,94450600.0
2000-12-31,51.60999999999999,53.08699999999999,49.932,51.04249999999999,51416705.0,17.1781619054988,17.66977487070755,16.619646972783702,16.9892720221163,102833410.0
2001-01-31,55.1647619047619,56.85809523809524,54.10857142857143,55.780952380952385,47750742.85714286,18.361348798261762,18.924967363655618,18.009800435482383,18.566445092868,95501485.71428572
2001-02-28,59.22105263157895,60.672105263157896,58.11000000000001,59.32684210526316,40444621.05263158,19.711467357475897,20.194443855027895,19.341658367148423,19.74667891932137,80889242.10526316
2001-03-31,55.71681818181819,57.07727272727274,54.44136363636365,55.70454545454545,43076131.81818182,18.545098306268407,18.99791962862618,18.120568860716592,18.54101338287923,86152263.63636364
2001-04-30,62.0895,63.5585,61.01649999999999,62.36749999999999,51895175.0,20.6662174700923,21.1551676704253,20.309074131115498,20.758748549529102,103790350.0
2001-05-31,69.66000000000001,70.70545454545454,68.84409090909091,69.77272727272728,40393313.63636363,23.186025156695408,23.534000112065495,22.914453398047772,23.223545934491863,80786627.27272727
