,amzn,fb,googl,msft,avg,msft_above_monthly_avg,amzn_above_monthly_avg,googl_above_monthly_avg,fb_above_monthly_avg
2004-06-30,50.857619047619046,,,27.39685714285714,39.12723809523809,False,True,False,False
2004-07-31,46.002857142857145,,,28.219047619047622,37.110952380952384,False,True,False,False
2004-08-31,37.93409090909091,,105.26166666666666,27.408181818181813,56.86797979797979,False,False,True,False
2004-09-30,40.54823809523809,,113.22714285714285,27.351428571428578,60.37560317460318,False,False,True,False
2004-10-31,38.265714285714296,,153.2309523809524,28.123761904761906,73.20680952380953,False,False,True,False
2004-11-30,38.35380952380951,,177.49547619047618,27.97333333333333,81.27420634920634,False,False,True,False
2004-12-31,40.663636363636364,,181.77,27.06954545454546,83.16772727272728,False,False,True,False
2005-01-31,42.360000000000014,,192.846,26.328000000000003,87.178,False,False,True,False
2005-02-28,36.20105263157894,,195.0136842105263,25.83789473684211,85.68421052631578,False,False,True,False
2005-03-31,34.484954545454535,,181.15795454545452,24.735454545454544,80.12612121212119,False,False,True,False
2005-04-30,33.700476190476195,,199.2397619047619,24.78428571428571,85.9081746031746,False,False,True,False
2005-05-31,34.65761904761905,,239.70999999999998,25.46952380952381,99.94571428571429,False,False,True,False
2005-06-30,35.09227272727273,,287.54545454545456,25.272272727272732,115.96999999999998,False,False,True,False
2005-07-31,37.605000000000004,,298.21195,25.538999999999998,120.45198333333333,False,False,True,False
2005-08-31,44.22347826086956,,286.92351739130436,27.020434782608692,119.38914347826086,False,False,True,False
2005-09-30,43.03571428571429,,304.2395238095237,26.137619047619047,124.47095238095234,False,False,True,False
2005-10-31,43.64238095238096,,322.4704761904762,24.856195238095243,130.32301746031746,False,False,True,False
2005-11-30,44.70809523809524,,399.13535714285706,27.35235714285714,157.0652698412698,False,False,True,False
2005-12-31,48.78190476190476,,418.95105238095243,27.09524285714285,164.94273333333334,False,False,True,False
2006-01-31,45.22455000000001,,445.7115099999999,26.995500000000003,172.64385333333334,False,False,True,False
2006-02-28,38.82210526315789,,370.00052631578944,26.922631578947367,145.24842105263156,False,False,True,False
2006-03-31,36.37652173913043,,358.8682608695653,27.170000000000005,140.80492753623193,False,False,True,False
2006-04-30,36.32421052631578,,413.7778947368421,27.075263157894735,159.05912280701753,False,False,True,False
2006-05-31,34.128181818181815,,383.79545454545456,23.314999999999998,147.07954545454547,False,False,True,False
2006-06-30,35.27272727272727,,393.6720636363636,22.492736363636364,150.47917575757575,False,False,True,False
2006-07-31,33.2575,,403.53439999999995,23.386499999999998,153.3928,False,False,True,False
2006-08-31,27.796956521739123,,377.08869565217395,25.01347826086957,143.29971014492756,False,False,True,False
2006-09-30,31.54,,397.062,26.491000000000003,151.69766666666666,False,False,True,False
2006-10-31,33.93818181818182,,440.5345909090909,28.14090909090909,167.53789393939394,False,False,True,False
2006-11-30,40.457142857142856,,485.6322857142856,29.30659523809524,185.1320079365079,False,False,True,False
2006-12-31,39.311499999999995,,473.49699999999996,29.651999999999997,180.82016666666667,False,False,True,False
2007-01-31,37.562999999999995,,490.58099999999996,30.5305,186.22483333333332,False,False,True,False
2007-02-28,39.495257894736845,,467.2173684210527,29.189999999999994,178.63420877192982,False,False,True,False
2007-03-31,38.655909090909084,,452.9115909090908,27.69499545454545,173.08749848484845,False,False,True,False
2007-04-30,46.629599999999996,,472.49799999999993,28.725000000000005,182.6175333333333,False,False,True,False
2007-05-31,64.52022727272725,,473.0108636363637,30.743295454545454,189.42479545454546,False,False,True,False
2007-06-30,70.35894761904763,,515.0208142857142,30.09452380952381,205.15809523809523,False,False,True,False
2007-07-31,74.28427142857143,,532.4800047619048,30.150476190476194,212.30491746031745,False,False,True,False
2007-08-31,76.82130434782609,,509.8304347826086,28.686526086956523,205.11275507246376,False,False,True,False
2007-09-30,88.46157368421053,,540.4268421052632,28.929731578947372,219.27271578947366,False,False,True,False
2007-10-31,91.66168260869564,,635.3910782608696,31.222717391304354,252.7584927536232,False,False,True,False
2007-11-30,83.06034761904763,,676.3652333333334,34.508095238095244,264.6445587301588,False,False,True,False
2007-12-31,91.598,,695.3982000000001,34.958000000000006,273.98473333333334,False,False,True,False
2008-01-31,81.91666666666667,,611.8104761904762,33.50857142857143,242.41190476190476,False,False,True,False
2008-02-29,72.2775,,503.79547500000007,28.455985,201.50965333333338,False,False,True,False
2008-03-31,68.58150499999999,,440.33399,28.370495000000005,179.09533,False,False,True,False
2008-04-30,77.08181818181819,,497.57772727272726,29.335904545454547,201.33181666666667,False,False,True,False
2008-05-31,77.33999999999997,,575.9181000000001,29.127147619047623,227.4617492063492,False,False,True,False
2008-06-30,79.82380952380952,,556.315238095238,28.03619047619048,221.39174603174595,False,False,True,False
2008-07-31,72.43227272727273,,510.02772727272736,25.97772727272727,202.8125757575758,False,False,True,False
2008-08-31,82.29523809523808,,485.9066666666667,27.34095238095238,198.5142857142857,False,False,True,False
2008-09-30,75.94285714285714,,432.12095238095236,26.17571428571429,178.07984126984127,False,False,True,False
2008-10-31,56.41000000000001,,359.9360869565217,23.5004347826087,146.6155072463768,False,False,True,False
2008-11-30,44.41315789473685,,304.5063157894737,20.55526315789474,123.1582456140351,False,False,True,False
2008-12-31,49.46318181818182,,299.54545454545445,19.51681818181818,122.84181818181814,False,False,True,False
2009-01-31,52.31700000000001,,318.76199999999994,18.914,129.99766666666665,False,False,True,False
2009-02-28,63.426526315789474,,349.5921052631579,18.183684210526316,143.73410526315791,False,False,True,False
2009-03-31,68.51136363636365,,328.6659545454545,16.906363636363636,138.02789393939392,False,False,True,False
2009-04-30,78.61142857142858,,377.67476190476185,19.404285714285713,158.56349206349205,False,False,True,False
2009-05-31,77.69050000000001,,400.027465,20.032999999999994,165.91698833333336,False,False,True,False
2009-06-30,83.54295454545455,,423.7845454545455,22.923636363636362,176.75037878787882,False,False,True,False
2009-07-31,83.61227272727272,,427.29145454545454,23.663636363636364,178.18912121212122,False,False,True,False
2009-08-31,84.08,,457.91999999999996,23.91580952380952,188.6386031746032,False,False,True,False
2009-09-30,86.74285714285713,,480.6700476190477,25.12285714285714,197.51192063492067,False,False,True,False
2009-10-31,101.24304090909094,,530.2227272727273,26.444090909090907,219.3032863636364,False,False,True,False
2009-11-30,128.5875,,566.9202,29.194499999999998,241.5674,False,False,True,False
2009-12-31,134.89545454545456,,599.2904545454546,30.265454545454553,254.81712121212124,False,False,True,False
2010-01-31,127.42305263157895,,578.6012631578947,30.146684210526313,245.3903333333333,False,False,True,False
2010-02-28,118.02105263157895,,534.8927894736842,28.356263157894738,227.09003508771931,False,False,True,False
2010-03-31,130.89734782608693,,561.03,29.258478260869566,240.3952753623188,False,False,True,False
2010-04-30,141.07004761904764,,557.0619047619048,30.522571428571425,242.88484126984125,False,False,True,False
2010-05-31,127.60615,,497.3329999999999,28.116874999999993,217.68534166666663,False,False,True,False
2010-06-30,121.66690909090912,,484.47181818181815,25.42036363636363,210.51969696969695,False,False,True,False
2010-07-31,117.51904761904763,,472.96576190476196,25.074261904761904,205.1863571428572,False,False,True,False
2010-08-31,126.37272727272726,,479.3131818181819,24.706590909090917,210.13083333333336,False,False,True,False
2010-09-30,147.6647523809524,,494.53476190476187,24.594285714285714,222.26459999999997,False,False,True,False
2010-10-31,160.74142857142857,,575.9385714285714,25.18154761904762,253.95384920634922,False,False,True,False
2010-11-30,168.52142857142857,,602.0109523809524,26.197857142857142,265.57674603174604,False,False,True,False
2010-12-31,178.83909090909088,,591.5563636363636,27.54965909090909,265.98170454545453,False,False,True,False
2011-01-31,182.35249999999996,,615.4525000000001,28.315800000000003,275.3736,False,False,True,False
2011-02-28,181.1178947368421,,616.8386842105263,27.321710526315787,275.0927631578947,False,False,True,False
2011-03-31,168.8041304347826,,582.2543478260869,25.56282608695653,258.873768115942,False,False,True,False
2011-04-30,184.5765,,554.564,25.779499999999995,254.97333333333333,False,False,True,False
2011-05-31,198.16690476190473,,529.3590476190476,25.063571428571425,250.86317460317457,False,False,True,False
2011-06-30,191.66704545454542,,502.8981818181817,24.450681818181817,239.67196969696963,False,False,True,False
2011-07-31,215.19490000000005,,573.7469,26.968749999999993,271.97018333333335,False,False,True,False
2011-08-31,199.45869565217387,,547.1452173913043,25.394565217391307,257.3328260869565,False,False,True,False
2011-09-30,223.2428571428571,,532.1707142857142,25.968809523809526,260.4607936507936,False,False,True,False
2011-10-31,226.838,,561.7423809523809,26.703333333333337,271.76123809523807,False,False,True,False
2011-11-30,205.48114285714283,,594.4523809523811,25.828095238095244,275.253873015873,False,False,True,False
2011-12-31,183.93380952380954,,627.3385714285714,25.71309523809524,278.9951587301587,False,False,True,False
2012-01-31,185.0278,,614.8890000000001,28.515749999999997,276.1441833333334,False,False,True,False
2012-02-29,183.243,,606.3965000000001,30.8245,273.488,False,False,True,False
2012-03-31,189.5340909090909,,627.2722727272726,32.19409090909091,283.00015151515146,False,False,True,False
2012-04-30,195.29149999999998,,619.4309999999999,31.5045,282.0756666666666,False,False,True,False
2012-05-31,220.88500000000002,31.870200000000004,605.3881818181818,30.226363636363637,222.09243636363638,False,False,True,False
2012-06-30,219.27500000000003,29.540190476190485,570.624761904762,29.679523809523804,212.2798690476191,False,True,True,False
2012-07-31,224.06285714285718,28.879333333333335,596.0499999999998,29.756190476190476,219.6870952380952,False,True,True,False
2012-08-31,238.99382608695652,20.107891304347824,662.5143478260869,30.35717391304348,237.99330978260866,False,True,True,False
2012-09-30,255.7407894736842,20.628052631578953,718.3019263157895,30.7808947368421,256.3629157894737,False,False,True,False
2012-10-31,244.29490952380954,20.619095238095237,726.0561809523808,29.065899999999996,255.0090214285714,False,False,True,False
2012-11-30,234.42256666666668,22.886185714285716,670.1133904761905,27.81112380952381,238.80831666666668,False,False,True,False
2012-12-31,252.81783500000006,27.131400000000003,703.2981599999999,26.965204999999997,252.55315,False,True,True,False
2013-01-31,268.38729523809525,30.331833333333336,734.1680000000001,27.236714285714285,265.03096071428575,False,True,True,False
2013-02-28,263.69736842105266,28.087710526315785,785.9457894736843,27.70384210526316,276.358677631579,False,False,True,False
2013-03-31,265.75840000000005,26.806075000000003,817.9836,28.139500000000005,284.67189375000004,False,False,True,False
2013-04-30,263.07236363636366,26.60786363636364,796.406090909091,29.870000000000005,278.9890795454545,False,False,True,False
2013-05-31,262.72772727272724,26.143113636363637,876.6380909090909,33.950636363636356,299.8648920454545,False,False,True,False
2013-06-30,274.10189999999994,23.943700000000003,877.2575,34.632,302.48377500000004,False,False,True,False
2013-07-31,298.9768181818182,27.91099999999999,901.4175454545453,33.650000000000006,315.4888409090909,False,False,True,False
2013-08-31,291.15318181818185,38.74813636363636,875.0435454545454,32.48527272727272,309.3575340909091,False,False,True,False
2013-09-30,304.7297,45.76200000000001,885.2965,32.52345,317.07791249999997,False,False,True,False
2013-10-31,325.97434782608696,50.510521739130446,938.6950869565218,34.38195652173913,337.3904782608696,False,False,True,False
2013-11-30,364.8319,47.378,1030.8545,37.362100000000005,370.106625,False,False,True,False
2013-12-31,391.49666666666667,52.570190476190476,1084.3509523809523,37.45523809523809,391.4682619047619,False,True,True,False
2014-01-31,394.8633333333333,56.92795238095238,1136.3747619047617,36.34999999999999,406.1290119047618,False,False,True,False
2014-02-28,354.33684210526314,66.37047368421052,1190.1763157894736,37.24184210526316,412.0313684210526,False,False,True,False
2014-03-31,362.6302380952381,67.09308571428572,1182.4452380952382,38.985238095238095,412.78845000000007,False,False,True,False
2014-04-30,321.64119047619045,59.60662857142858,600.5533333333334,40.134238095238096,255.48384761904762,False,True,True,False
2014-05-31,302.95357142857137,60.08713809523808,542.9804761904762,39.9202380952381,236.48535595238093,False,True,True,False
2014-06-30,324.5733333333332,64.84659999999998,567.282142857143,41.361666666666665,249.51593571428572,False,True,True,False
2014-07-31,339.91936363636364,69.03065000000001,592.4854545454546,43.213795454545455,261.1623159090909,False,True,True,False
2014-08-31,327.33190476190475,73.9686238095238,583.337619047619,44.2597619047619,257.22447738095235,False,True,True,False
2014-09-30,330.3119047619047,77.2754761904762,592.1295238095238,46.412142857142854,261.5322619047619,False,True,True,False
2014-10-31,308.4104347826087,76.53717391304347,557.5434782608696,45.19608695652174,246.9217934782609,False,True,True,False
2014-11-30,318.6873684210527,74.89526315789473,552.5442105263159,48.40526315789474,248.63302631578952,False,True,True,False
2014-12-31,308.78659090909093,77.68522727272727,529.1931818181819,47.492954545454545,240.78948863636364,False,True,True,False
2015-01-31,302.7475,76.72100000000002,515.91925,45.51325,235.22525000000002,False,True,True,False
2015-02-28,375.7447368421052,76.95105263157896,540.9855263157895,43.077894736842104,259.1898026315789,False,True,True,False
2015-03-31,375.32090909090914,81.01249999999999,565.9661363636363,42.13068181818182,266.1075568181818,False,True,True,False
2015-04-30,394.2126190476191,82.08976190476193,549.4826190476191,43.464999999999996,267.3125,False,True,True,False
2015-05-31,426.92749999999995,79.41975,547.67675,47.529250000000005,275.3883125,False,True,True,False
2015-06-30,432.59954545454553,83.2834090909091,550.7968181818181,45.96363636363637,278.1608522727273,False,True,True,False
2015-07-31,478.709090909091,92.05477272727275,617.465,45.611590909090914,308.46011363636364,False,True,True,False
2015-08-31,518.464761904762,91.77857142857142,667.657142857143,45.50666666666667,330.85178571428577,False,True,True,False
2015-09-30,520.9452380952381,91.43809523809526,647.7328571428573,43.55857142857144,325.91869047619053,False,True,True,False
2015-10-31,566.7431818181818,97.12954545454545,691.5554545454545,48.70090909090909,351.0322727272727,False,True,True,False
2015-11-30,657.6955,105.96874999999997,759.6389999999999,53.88475000000001,394.29699999999997,False,True,True,False
2015-12-31,669.2622727272727,105.37499999999999,771.0399999999998,55.39590909090909,400.2682954545454,False,True,True,False
2016-01-31,601.0615789473685,98.9821052631579,736.6568421052631,52.40342105263157,372.2759868421052,False,True,True,False
2016-02-29,530.62,105.921,724.3900000000001,51.3805,353.077875,False,True,True,False
2016-03-31,572.374090909091,110.7804545454545,746.7872727272727,53.38409090909091,370.8314772727273,False,True,True,False
2016-04-30,613.5942857142857,111.9342857142857,756.6085714285715,54.05428571428572,384.04785714285714,False,True,True,False
2016-05-31,697.4738095238096,118.4647619047619,726.5295238095239,50.969523809523814,398.3594047619048,False,True,True,False
2016-06-30,716.3904545454548,115.27863636363637,719.585,50.92,400.54352272727283,False,True,True,False
2016-07-31,741.4675000000001,119.16749999999999,741.0735000000001,54.10200000000001,413.95262500000007,False,True,True,False
2016-08-31,764.8391304347825,124.46913043478263,800.2099999999999,57.71739130434783,436.8089130434782,False,True,True,False
2016-09-30,788.9652380952381,128.51333333333335,801.6214285714285,57.28952380952381,444.09738095238095,False,True,True,False
2016-10-31,824.4390476190476,129.7095238095238,813.6519047619047,58.397619047619045,456.5495238095238,False,True,True,False
2016-11-30,763.3352380952381,120.68476190476188,784.7361904761905,59.925238095238086,432.17035714285714,False,True,True,False
2016-12-31,763.325238095238,118.04190476190476,800.6242857142857,62.118095238095236,436.02738095238095,False,True,True,False
2017-01-31,807.505,126.81750000000002,830.2495000000001,63.19200000000001,456.94100000000003,False,True,True,False
2017-02-28,835.7452631578948,133.83052631578946,836.7547368421052,64.1136842105263,467.61105263157896,False,True,True,False
2017-03-31,854.24,139.40826086956525,853.7897826086955,64.84130434782608,478.0698369565217,False,True,True,False
2017-04-30,903.4057894736843,142.96526315789473,861.3776315789474,66.17157894736842,493.4800657894737,False,True,True,False
2017-05-31,961.7072727272727,150.23409090909092,961.6545454545453,68.91772727272729,535.6284090909091,False,True,True,False
2017-06-30,990.4240909090909,152.0809090909091,973.3727272727272,70.51795454545454,546.5989204545454,False,True,True,False
2017-07-31,1008.4417500000002,160.5325,963.436875,72.0125,551.10590625,False,True,True,False
2017-08-31,970.4895454545454,169.15913043478264,937.9608695652176,72.81695652173913,537.6066254940712,False,True,True,False
2017-09-30,968.9925000000001,170.58499999999998,945.8845000000003,74.34450000000001,539.9516250000001,False,True,True,False
2017-10-31,1000.7199999999998,173.30681818181822,999.145,77.93954545454545,562.7778409090909,False,True,True,False
2017-11-30,1140.1545,179.70350000000002,1046.4180000000001,83.6755,612.487875,False,True,True,False
2017-12-31,1168.8414999999998,177.41649999999998,1053.9175,84.7585,621.2334999999999,False,True,True,False
