day,close,high,low,open,volumefrom,volumeto
2017-06-01,42.35718,45.00264,38.9710655,40.38086,1851564186.8991,78566170200.5943
2017-06-02,42.83832,45.019608,40.346474699999995,42.35718,740881688.6424,31348762730.7956
2017-06-03,40.83744,44.953547500000006,38.7273404,42.83832,838344434.1776,35190813215.5569
2017-06-04,40.83744,40.83744,40.83744,40.83744,0.0,0.0
2017-06-05,47.568248000000004,48.33250240000001,40.7297264,40.825224000000006,748377056.1316999,34127768126.976
2017-06-06,55.26932,57.031499999999994,43.602,47.568248000000004,10159630730.7692,513569912043.6978
2017-06-07,51.878254999999996,63.863490500000005,48.5878,55.26932,9928586719.0272,553593415489.2505
2017-06-08,55.676359999999995,57.901005,49.89855,51.878254999999996,1478234861.586,79855476419.32901
2017-06-09,55.589814,57.64722,53.444016,55.676359999999995,745268976.2251998,41604503459.3187
2017-06-10,51.175124000000004,57.832584,50.094,55.589814,1025906530.0354,55292486256.8388
2017-06-11,58.44829,59.30184,50.39040000000001,51.175124000000004,1103881452.5895002,60545790384.5376
2017-06-12,48.84995,59.981950000000005,42.135999999999996,58.44829,5567440326.911201,279473662305.12964
2017-06-13,51.44751939999999,53.57,47.0290818,48.84995,1543291555.6002,77825440538.3106
2017-06-14,45.110142,53.055842399999996,42.73428,51.44751939999999,1882113106.1878,89877750388.9335
2017-06-15,45.16241939999999,47.327706400000004,36.6184,45.110142,4819056219.2864,202498523995.4936
2017-06-16,47.0929,48.311054999999996,42.246399999999994,45.16241939999999,1112827807.0491998,50846169664.20321
2017-06-17,52.11692850000001,54.384,45.757169100000006,47.0929,2087364151.1965,104551686516.3
2017-06-18,49.522001,54.129225,47.24496,52.11692850000001,1451712614.5137,73756099867.338
2017-06-19,50.3436445,52.4979948,47.570355,49.522001,1361122343.1416,68080480754.1527
2017-06-20,50.692,56.35127190000001,47.941751000000004,50.3436445,2151482458.472,111862762783.8836
2017-06-21,48.208,53.6010842,45.233538,50.692,1910492914.5877001,95040768761.9736
2017-06-22,49.8318032,50.9610696,46.275360000000006,48.208,450903240.668,22113153211.0905
2017-06-23,50.810100000000006,52.36,48.86600000000001,49.8318032,314028685.69380003,15929360797.9435
2017-06-24,46.564727999999995,51.52896,45.096928,50.810100000000006,725130576.081,34773889564.326004
2017-06-25,44.72221619999999,48.65908300000001,42.345845,46.564727999999995,959748527.7741,43764491214.1899
2017-06-26,42.9715026,47.26824119999999,37.000960000000006,44.72221619999999,4382883442.739,182950929684.5525
2017-06-27,43.172,45.56476,36.102694500000005,42.9715026,2571871015.2107997,103749654232.64821
2017-06-28,46.364850000000004,47.42583079999999,40.684267600000005,43.172,1261656149.5188,55488320144.908005
2017-06-29,43.9881354,47.9472704,42.461592,46.364850000000004,921231438.5952001,41721465360.576004
2017-06-30,43.2865676,45.933,42.3251782,43.9881354,393197163.975,17314799881.367203
2017-07-01,40.125834,43.68738,38.165639999999996,43.2865676,706445442.8744,28846651389.461998
2017-07-02,41.640893999999996,42.891,38.7006126,40.125834,579704307.4836,23555867632.446
2017-07-03,43.373466,45.202736,40.83241950000001,41.640893999999996,746093354.2722,32088624146.5929
2017-07-04,45.150000000000006,46.758378699999994,42.797160000000005,43.373466,712929990.2901,31996070550.2784
2017-07-05,46.05428,48.337155,43.3362567,45.150000000000006,881198612.307,40173967075.256004
2017-07-06,49.986035,50.5715904,44.8673918,46.05428,871260788.7975,41993584381.098
2017-07-07,44.01628999999999,51.1382627,42.66903,49.986035,1850495668.9475002,86189262103.0608
2017-07-08,46.090801600000006,46.3712213,40.777,44.01628999999999,746189859.1398001,32325619390.247997
2017-07-09,44.3923245,47.341499999999996,43.3238,46.090801600000006,350632531.6312,15975240325.522802
2017-07-10,39.372,45.092784,37.8114,44.3923245,1467816963.3792002,60864515380.6418
2017-07-11,36.544000000000004,41.071184699999996,32.963300000000004,39.372,4241919055.7440004,156147941863.1223
2017-07-12,40.3431216,40.8935725,34.461499999999994,36.544000000000004,1481321404.8633,56428092341.0802
2017-07-13,37.9112283,41.04,36.4527996,40.3431216,862545928.2276,33113432555.4022
2017-07-14,35.360737300000004,38.540000000000006,33.717200000000005,37.9112283,521560420.23249996,18641164179.2874
2017-07-15,31.916850000000004,35.86469399999999,31.07872,35.360737300000004,1237592800.3662,40704629088.205696
2017-07-16,29.46627,33.2748,27.763550000000002,31.916850000000004,2545973873.2032003,76728115015.1801
2017-07-17,34.840678000000004,35.8644208,29.025069000000002,29.46627,2489172235.6743,81368862807.5932
2017-07-18,36.57,38.479,32.1401586,34.840678000000004,2220824782.514,79141696294.15498
2017-07-19,34.74,38.702994,33.7025,36.57,1324584255.5444999,47713726832.5783
2017-07-20,40.8836,46.34784,31.681572,34.74,5733725472.1065,222963525327.7966
2017-07-21,40.213836,43.56144,37.213155,40.8836,1613200529.4785,65592131151.916
2017-07-22,44.92566000000001,46.348494300000006,38.42717999999999,40.213836,1314472817.502,56030977902.5928
2017-07-23,42.6196507,45.6503775,40.75425,44.92566000000001,711163243.6233001,30665159253.237602
2017-07-24,45.72213360000001,46.906563199999994,41.5760037,42.6196507,967443146.8469999,42922870092.6336
2017-07-25,40.799400000000006,46.536,36.259949999999996,45.72213360000001,3302383487.026,134900723280.46681
2017-07-26,46.105887499999994,51.87520800000001,37.68,40.799400000000006,4858273647.862201,216218466841.07516
2017-07-27,45.630300000000005,49.330395,42.233514,46.105887499999994,1703317372.3304,77200182089.996
2017-07-28,43.997984599999995,48.607890700000006,40.352199999999996,45.630300000000005,3031846936.3292,134128163578.47481
2017-07-29,43.884660000000004,45.640717,41.13473,43.997984599999995,373015695.0805,16143954113.5254
2017-07-30,39.78085,44.7166776,37.465714,43.884660000000004,778243289.3616,31845313160.4584
2017-07-31,39.6845,43.36032,36.6673554,39.78085,997764796.0161,39728707825.752
2017-08-01,44.4404352,48.295500000000004,36.696,39.6845,2750512945.388,117380458057.59001
2017-08-02,43.69681,45.1612892,41.828908799999994,44.4404352,410982775.188,17943113894.486702
2017-08-03,43.4325906,45.6144248,41.630140000000004,43.69681,186950149.6328,8178650952.0945
2017-08-04,45.1210376,45.617616,41.45762,43.4325906,309387212.7098,13529218123.2729
2017-08-05,48.457315200000004,53.16135,42.22173600000001,45.1210376,1011432487.8432,48531291097.029
2017-08-06,47.85377999999999,50.36298,45.5735,48.457315200000004,268823342.43799996,12925598130.225801
2017-08-07,50.54313,51.165017999999996,44.0358,47.85377999999999,535058353.4589,25681015619.9565
2017-08-08,51.8472,53.94,48.2735,50.54313,712336650.9252001,36711606017.856
2017-08-09,50.8153416,53.9790708,48.43785,51.8472,534536332.0227,27364565966.200203
2017-08-10,49.2226867,52.880750000000006,47.410908,50.8153416,370660671.4394,18661556577.798
2017-08-11,50.57821260000001,53.506544,46.932144,49.2226867,364507792.7855,18207787141.6078
2017-08-12,49.105084999999995,56.23696,43.09884,50.57821260000001,1863823102.8674998,90664112037.4236
2017-08-13,47.52644099999999,54.59011040000001,42.163000000000004,49.105084999999995,3336209108.8767996,158931941561.4744
2017-08-14,49.661913600000005,53.099897399999996,41.8704,47.52644099999999,967468764.7265999,46413860953.7328
2017-08-15,48.62628,53.112,41.3787,49.661913600000005,1834661375.1216002,87106273384.21521
2017-08-16,48.80434,53.186155,43.18600000000001,48.62628,692869517.484,33076691125.344
2017-08-17,46.967240000000004,50.9525335,45.562,48.80434,617675990.971,29826710048.983997
2017-08-18,46.3397,53.1188,43.2828,46.967240000000004,1517849383.5184002,72329385332.715
2017-08-19,55.3613556,59.091127900000004,44.2612,46.3397,2593238367.6948,136373485190.08719
