day,open,high,low,close,volumefrom,volumeto
2017-06-01,0.059910000000000005,0.06404,0.055979999999999995,0.056760000000000005,97217.92,5885.06
2017-06-02,0.056760000000000005,0.0611,0.056760000000000005,0.058879999999999995,50519.82,2965.58
2017-06-03,0.058879999999999995,0.06106,0.05559,0.05671,41439.77,2426.37
2017-06-04,0.05671,0.05671,0.05671,0.05671,0.0,0.0
2017-06-05,0.057339999999999995,0.057999999999999996,0.0535,0.0535,34924.07,1935.75
2017-06-06,0.0535,0.0539,0.04127,0.05107,113264.2,5678.54
2017-06-07,0.05107,0.055,0.050589999999999996,0.05149,41013.13,2157.35
2017-06-08,0.05149,0.0533,0.051320000000000005,0.051870000000000006,22496.97,1175.49
2017-06-09,0.051870000000000006,0.0537,0.05135,0.053070000000000006,26850.48,1405.12
2017-06-10,0.053070000000000006,0.0565,0.050839999999999996,0.052610000000000004,44253.78,2317.63
2017-06-11,0.052610000000000004,0.06945,0.0525,0.0632,264965.16,16618.99
2017-06-12,0.0632,0.067,0.061829999999999996,0.0645,107430.01,6898.73
2017-06-13,0.0645,0.068,0.06412000000000001,0.0675,51933.74,3429.14
2017-06-14,0.0675,0.0705,0.0639,0.06511,70749.5,4713.72
2017-06-15,0.06511,0.06635,0.06309,0.0662,36250.0,2359.48
2017-06-16,0.0662,0.06642999999999999,0.06498,0.0655,22909.45,1508.37
2017-06-17,0.0655,0.07106,0.065,0.06833,46250.75,3133.79
2017-06-18,0.06833,0.076,0.0675,0.0757,74007.46,5325.27
2017-06-19,0.0757,0.08031,0.0741,0.076,98190.71,7568.01
2017-06-20,0.076,0.0765,0.0622,0.0695,76718.34,5495.77
2017-06-21,0.0695,0.07178999999999999,0.06126,0.068,43544.44,2961.91
2017-06-22,0.068,0.07053999999999999,0.06658,0.06722,16582.59,1131.96
2017-06-23,0.06722,0.071,0.0653,0.0695,17373.83,1199.31
2017-06-24,0.0695,0.06959,0.06777000000000001,0.06941,12432.41,853.66
2017-06-25,0.06941,0.0696,0.06527000000000001,0.06692999999999999,17875.82,1205.51
2017-06-26,0.06692999999999999,0.068,0.060529999999999994,0.06723,42555.1,2721.02
2017-06-27,0.06723,0.06974,0.06446,0.06928,42493.7,2848.21
2017-06-28,0.06928,0.07349,0.06879,0.071,41906.98,3004.07
2017-06-29,0.071,0.07200000000000001,0.06879,0.07,21786.35,1534.84
2017-06-30,0.07,0.07263,0.06972,0.0717,24128.86,1727.61
2017-07-01,0.0717,0.073,0.0675,0.06784,22026.03,1552.29
2017-07-02,0.06784,0.071,0.06685,0.06901,19248.61,1331.79
2017-07-03,0.06901,0.07099,0.06881,0.07027,15395.94,1077.2
2017-07-04,0.07027,0.07195,0.0698,0.07028,18729.92,1327.98
2017-07-05,0.07028,0.08208,0.06981,0.08058,82901.08,6384.39
2017-07-06,0.08058,0.0875,0.0781,0.08088,121823.61,10071.01
2017-07-07,0.08088,0.08183,0.07409,0.07708999999999999,52804.63,4107.06
2017-07-08,0.07708999999999999,0.0837,0.075,0.0821,44787.46,3552.89
2017-07-09,0.0821,0.0832,0.07832,0.07852999999999999,23773.85,1902.03
2017-07-10,0.07852999999999999,0.0801,0.07124,0.0739,38552.1,2941.59
2017-07-11,0.0739,0.07603,0.06017,0.07106,61248.0,4264.09
2017-07-12,0.07106,0.07625,0.0686,0.07506,26583.06,1960.76
2017-07-13,0.07506,0.07615,0.07073,0.07249,17952.27,1313.79
2017-07-14,0.07249,0.073,0.07057000000000001,0.07289,12861.39,925.1
2017-07-15,0.07289,0.0739,0.06975,0.07,28778.44,2056.98
2017-07-16,0.07,0.07022,0.0635,0.06862,28602.31,1938.38
2017-07-17,0.06862,0.07209,0.0683,0.06883,19707.91,1374.92
2017-07-18,0.06883,0.07044,0.06615,0.06798,25731.46,1756.2
2017-07-19,0.06798,0.07215,0.0675,0.06817000000000001,23549.89,1656.38
2017-07-20,0.06817000000000001,0.08199999999999999,0.064,0.06721,93074.01,6944.53
2017-07-21,0.06721,0.0734,0.0664,0.06978999999999999,35531.23,2488.42
2017-07-22,0.06978999999999999,0.0719,0.06672,0.06975,19409.2,1345.14
2017-07-23,0.06975,0.0709,0.06887,0.07021000000000001,12286.38,857.12
2017-07-24,0.07021000000000001,0.079,0.0691,0.07400000000000001,55793.94,4212.94
2017-07-25,0.07400000000000001,0.0777,0.0734,0.0752,56792.79,4292.37
2017-07-26,0.0752,0.0795,0.0699,0.07672999999999999,37890.3,2906.25
2017-07-27,0.07672999999999999,0.07801,0.07187,0.07242,24394.13,1840.14
2017-07-28,0.07242,0.07326,0.061360000000000005,0.066,38417.35,2589.28
2017-07-29,0.066,0.069,0.061439999999999995,0.06816,31296.91,2024.56
2017-07-30,0.06816,0.06906,0.06017,0.0619,26324.9,1701.32
2017-07-31,0.0619,0.06585,0.06,0.06192999999999999,27881.95,1742.18
2017-08-01,0.06192999999999999,0.0681,0.06143,0.06761,22662.76,1480.94
2017-08-02,0.06761,0.06816,0.0658,0.06725,15665.61,1053.28
