day,close,high,low,open,volumefrom,volumeto
2017-06-01,0.05531894,0.0610141056,0.0496094065,0.053211339999999996,378890402262.159,21014703018.6131
2017-06-02,0.06742400000000001,0.0708002736,0.0537952996,0.05531894,284021734982.1396,17524150303.6432
2017-06-03,0.06343152,0.0698256925,0.0601305255,0.06742400000000001,218586465310.52002,14269467527.0997
2017-06-04,0.06343152,0.06343152,0.06343152,0.06343152,0.0,0.0
2017-06-05,0.08051024799999999,0.09091992,0.0644847544,0.06517711200000001,246472444408.3242,19910170299.792
2017-06-06,0.08290398,0.0895134,0.0672606,0.08051024799999999,914780229128.6381,71476127843.677
2017-06-07,0.08793642,0.0973267,0.07427908,0.08290398,597616126424.9344,51768086829.723
2017-06-08,0.09724543999999999,0.099466654,0.077304369,0.08793642,319794677985.51,28030860287.209
2017-06-09,0.120557241,0.14212235,0.0965869056,0.09724543999999999,1032973656485.6309,120500477635.76842
2017-06-10,0.10960474360000001,0.163326192,0.10708799999999999,0.120557241,1414934058144.2664,198611349899.4696
2017-06-11,0.14333048,0.1562925,0.10445568,0.10960474360000001,611755630344.5536,79634491570.5318
2017-06-12,0.15899373200000003,0.21273874999999998,0.103822,0.14333048,5671731220280.161,879218159185.0944
2017-06-13,0.1910410749,0.246565,0.1545348984,0.15899373200000003,2939287009040.9004,602670960291.6094
2017-06-14,0.1602006736,0.20586431030000002,0.1522977,0.1910410749,1426238931037.2544,251505122939.573
2017-06-15,0.1710330741,0.1838007392,0.12080048,0.1602006736,2675562326203.057,394257071092.7592
2017-06-16,0.1641677,0.185316252,0.14152320000000002,0.1710330741,752792535887.8846,123766808201.80042
2017-06-17,0.1655800965,0.1808664,0.143361405,0.1641677,492475686913.397,79907281591.1808
2017-06-18,0.153176758,0.16949048549999998,0.146888,0.1655800965,367938878889.8697,58050238052.448006
2017-06-19,0.175440756,0.18797501600000005,0.15161965,0.153176758,611321101342.7968,106056910766.28601
2017-06-20,0.1724862,0.1946806917,0.1563618927,0.175440756,449818280757.89996,78784901479.3469
2017-06-21,0.1680206,0.19153158,0.1553695794,0.1724862,309696703204.60895,53261971325.0188
2017-06-22,0.16679217820000003,0.17760636040000002,0.156456,0.1680206,90383292565.64058,15032381692.9585
2017-06-23,0.1687173,0.176256,0.16384949999999998,0.16679217820000003,54484749346.55281,9233813379.2092
2017-06-24,0.1672825336,0.185472,0.153427592,0.1687173,339019717360.78204,57536275956.2945
2017-06-25,0.16449436679999999,0.2077508656,0.151029582,0.1672825336,1077544927944.097,194361125455.98212
2017-06-26,0.1703530248,0.1878435891,0.12623728,0.16449436679999999,1285533522270.705,203310604443.4014
2017-06-27,0.16176949999999998,0.1815294,0.1310972318,0.1703530248,630058314324.0028,96291764503.4226
2017-06-28,0.165858,0.17413372,0.1508090742,0.16176949999999998,307590205934.3526,49713854926.9408
2017-06-29,0.15650099799999997,0.169263007,0.1477279568,0.165858,140786232545.5992,22463795364.835197
2017-06-30,0.1533692048,0.16566,0.1477057439,0.15650099799999997,95066815490.6162,14867020438.762901
2017-07-01,0.1327437678,0.15802181999999998,0.12281068,0.1533692048,163936065090.034,22639952802.5982
2017-07-02,0.1351746214,0.14057895,0.11945313639999999,0.1327437678,135796671090.5922,17558320228.204
2017-07-03,0.1379073302,0.14436883000000003,0.1250598615,0.1351746214,117437557540.48021,15899305595.3496
2017-07-04,0.14448000000000003,0.162878089,0.13596464,0.1379073302,169325032280.6284,25382893837.9184
2017-07-05,0.13850071,0.147867156,0.12899172,0.14448000000000003,61997541562.93861,8570743091.4406
2017-07-06,0.128927711,0.1407198144,0.12477310999999999,0.13850071,50867005851.14,6702492603.324
2017-07-07,0.10024419,0.1294185418,0.09689577,0.128927711,234117884427.9355,26324260402.599
2017-07-08,0.11594079959999999,0.1180566937,0.08651500000000001,0.10024419,173095668608.6082,17258604616.467
2017-07-09,0.10023514830000001,0.13306800000000002,0.10005969999999999,0.11594079959999999,150860572395.24182,17831818784.478
2017-07-10,0.08622468,0.11648135999999999,0.08103083999999999,0.10023514830000001,393985419040.65125,38359626879.3854
2017-07-11,0.07683376,0.0931881189,0.06548999999999999,0.08622468,490153741261.10724,38908085227.647995
2017-07-12,0.0885505384,0.092532201,0.06769380000000001,0.07683376,373639316976.9624,30814292605.9152
2017-07-13,0.0822689945,0.104424,0.0765828553,0.0885505384,293730465399.708,25905778960.7676
2017-07-14,0.07683184529999999,0.087279,0.07174508,0.0822689945,149680240459.2275,11741516825.4738
2017-07-15,0.069608,0.08058486799999999,0.06539152000000001,0.07683184529999999,278976867814.6878,20008374322.189
2017-07-16,0.063188779,0.07244458,0.055967499999999996,0.069608,381639490734.736,23994571418.1373
2017-07-17,0.076106982,0.07786939999999999,0.0615293019,0.063188779,360914369293.30676,25055474969.7994
2017-07-18,0.07994799999999999,0.0868526,0.0685148572,0.076106982,602974640225.386,47192930020.979
2017-07-19,0.0870075,0.11169886500000001,0.0725764,0.07994799999999999,919956810560.7644,84900406557.69841
2017-07-20,0.120481,0.13983354,0.08538296000000001,0.0870075,1853691329547.552,207816918189.802
2017-07-21,0.126961587,0.14234080000000002,0.10714060000000002,0.120481,718499011237.49,92109244571.16
2017-07-22,0.14915433,0.1543495055,0.12306225000000001,0.126961587,495318878277.4944,69771030656.3352
2017-07-23,0.1305003249,0.151380684,0.12106800000000001,0.14915433,389954114454.2667,52127183206.13441
